purchase_id,user_id,amount,purchase_date
292,21,4.28,2024-02-03 10:59:00
293,49,6.4,2024-03-10 13:42:00
294,71,5.81,2024-01-25 09:48:00
295,28,4.75,2024-01-23 15:26:00
296,24,6.05,2024-03-29 22:24:00
297,87,8.71,2024-03-05 21:01:00
298,56,5.32,2024-02-01 03:53:00
299,73,6.35,2024-02-05 05:18:00
300,66,3.38,2024-02-12 15:53:00
301,53,7.82,2024-01-03 21:51:00
302,82,3.68,2024-02-03 15:36:00
303,83,3.66,2024-03-30 12:43:00
304,77,2.03,2024-03-31 19:34:00
305,84,8.58,2024-02-10 20:05:00
306,85,5.46,2024-01-14 19:30:00
307,96,5.43,2024-02-05 10:35:00
308,95,4.61,2024-03-25 19:43:00
309,55,3.58,2024-02-24 17:19:00
310,25,4.31,2024-02-21 11:56:00
311,34,8.41,2024-03-01 22:24:00
312,9,9.78,2024-03-21 19:30:00
313,59,6.42,2024-02-16 02:57:00
314,6,2.03,2024-02-21 22:53:00
315,69,6.56,2024-01-16 07:55:00
316,26,3.53,2024-01-04 03:43:00
317,95,6.19,2024-02-02 06:43:00
318,58,3.52,2024-01-30 08:25:00
319,61,9.48,2024-01-30 13:54:00
320,24,9.26,2024-02-18 03:12:00
321,28,6.66,2024-01-25 12:33:00
322,28,8.27,2024-03-25 22:44:00
323,50,8.79,2024-01-19 14:28:00
324,10,4.54,2024-03-19 22:36:00
325,61,2.15,2024-02-24 02:01:00
326,42,9.12,2024-02-12 19:15:00
327,32,8.43,2024-02-24 19:52:00
328,14,7.74,2024-02-05 14:42:00
329,75,7.35,2024-02-26 16:08:00
330,67,8.64,2024-03-25 20:53:00
331,83,9.51,2024-03-24 06:14:00
332,55,3.01,2024-01-17 03:07:00
333,75,6.72,2024-01-08 18:11:00
334,75,4.53,2024-02-20 01:25:00
335,90,5.23,2024-03-22 14:48:00
336,56,6.49,2024-02-07 01:24:00
337,24,9.46,2024-02-21 23:33:00
338,24,9.73,2024-01-06 13:05:00
339,37,6.54,2024-02-08 19:09:00
340,57,8.15,2024-02-12 04:58:00
341,74,5.93,2024-02-26 16:39:00
342,14,7.17,2024-01-10 05:29:00
343,12,3.21,2024-01-11 00:07:00
344,36,4.33,2024-03-17 18:19:00
345,46,4.41,2024-02-02 00:07:00
346,62,2.32,2024-01-10 23:55:00
347,35,4.29,2024-02-17 01:23:00
348,77,3.72,2024-01-05 06:42:00
349,60,5.41,2024-03-13 19:37:00
350,2,8.04,2024-02-25 10:46:00
351,4,6.87,2024-03-23 08:17:00
352,85,7.4,2024-03-07 13:40:00
353,84,9.45,2024-03-02 18:30:00
354,7,8.29,2024-03-18 20:54:00
355,71,5.83,2024-03-04 22:51:00
356,36,9.49,2024-03-14 11:02:00
357,43,8.8,2024-02-02 15:02:00
358,64,5.33,2024-03-05 16:51:00
359,88,5.07,2024-01-09 16:38:00
360,22,3.78,2024-01-13 11:59:00
361,6,6.82,2024-03-06 16:34:00
362,18,7.32,2024-02-25 03:15:00
363,37,5.31,2024-02-25 14:05:00
364,75,6.72,2024-01-24 09:45:00
365,46,9.66,2024-02-01 05:11:00
366,57,2.09,2024-01-29 00:24:00
367,45,7.5,2024-02-16 14:34:00
368,3,8.11,2024-03-21 12:31:00
369,22,9.4,2024-01-21 11:36:00
370,72,6.26,2024-01-28 12:35:00
371,35,2.67,2024-01-22 09:47:00
372,46,3.67,2024-03-23 21:00:00
373,63,3.11,2024-03-09 23:44:00
374,95,4.51,2024-01-06 13:04:00
375,57,5.35,2024-02-25 15:02:00
376,100,7.85,2024-03-22 15:18:00
377,61,8.76,2024-03-22 13:09:00
378,41,4.52,2024-01-04 06:51:00
379,18,4.85,2024-01-22 01:17:00
380,24,2.33,2024-01-16 03:20:00
381,93,6.9,2024-01-23 03:31:00
382,89,6.89,2024-01-27 04:47:00
383,62,7.53,2024-02-19 03:53:00
384,62,2.88,2024-01-02 15:20:00
385,90,9.05,2024-03-14 23:30:00
386,86,4.03,2024-02-28 21:41:00
387,29,3.83,2024-03-12 05:25:00
388,61,9.72,2024-03-31 19:38:00
389,9,4.57,2024-03-10 13:25:00
390,48,2.36,2024-02-26 13:20:00
391,72,8.86,2024-02-02 20:03:00
392,97,9.31,2024-03-25 11:57:00
393,93,4.15,2024-03-10 05:12:00
394,87,5.32,2024-02-01 20:03:00
395,39,4.1,2024-03-15 13:04:00
396,99,5.16,2024-03-07 00:15:00
397,58,6.6,2024-03-18 13:08:00
398,79,4.97,2024-02-16 20:17:00
399,89,6.5,2024-02-27 01:52:00
400,4,2.58,2024-03-07 12:56:00
401,27,8.72,2024-03-11 01:18:00
402,59,9.32,2024-02-24 06:16:00
403,68,3.05,2024-02-25 13:24:00
404,71,8.47,2024-02-10 11:16:00
405,42,4.45,2024-02-16 19:30:00
406,1,5.43,2024-02-14 12:34:00
407,3,6.22,2024-03-15 05:25:00
408,88,4.05,2024-03-29 18:10:00
409,99,3.87,2024-02-26 18:12:00
410,59,2.2,2024-02-12 04:51:00
411,81,6.95,2024-03-17 05:47:00
412,40,2.46,2024-03-04 16:50:00
413,71,5.2,2024-03-10 20:50:00
414,32,9.36,2024-03-30 21:13:00
415,72,4.45,2024-03-02 09:33:00
416,74,6.39,2024-01-08 11:32:00
417,79,6.74,2024-03-01 14:34:00
418,3,5.23,2024-02-07 04:00:00
419,63,8.76,2024-01-28 18:18:00
420,68,4.25,2024-02-24 05:42:00
421,30,8.07,2024-01-26 11:31:00
422,61,8.16,2024-01-30 06:51:00
423,73,9.64,2024-03-18 01:34:00
424,23,5.09,2024-03-06 01:32:00
425,86,4.1,2024-01-02 12:34:00
426,68,6.12,2024-03-12 15:11:00
427,7,8.47,2024-02-20 23:01:00
428,78,6.24,2024-01-07 15:50:00
429,91,5.4,2024-01-21 20:52:00
430,2,4.93,2024-01-11 08:04:00
431,77,8.74,2024-03-22 04:11:00
432,45,3.55,2024-01-15 05:59:00
433,72,7.76,2024-02-19 06:04:00
434,15,9.15,2024-03-05 17:12:00
435,35,3.13,2024-03-26 18:19:00
436,90,8.63,2024-01-24 15:18:00
437,57,9.04,2024-03-18 22:41:00
438,60,9.41,2024-01-09 16:06:00
439,12,5.28,2024-01-01 20:44:00
440,35,5.32,2024-01-30 23:51:00
441,59,2.74,2024-02-03 17:19:00
442,10,4.9,2024-01-19 21:29:00
443,31,3.23,2024-01-22 02:15:00
444,41,2.36,2024-02-21 19:38:00
445,74,7.52,2024-01-24 16:32:00
446,78,2.9,2024-03-29 05:19:00
447,75,2.42,2024-03-26 22:31:00
448,70,7.83,2024-03-08 09:32:00
449,5,4.95,2024-03-18 00:23:00
450,63,9.89,2024-03-17 22:06:00
451,25,3.19,2024-03-01 06:44:00
452,49,4.72,2024-01-01 15:21:00
453,14,7.31,2024-03-03 21:45:00
454,96,5.45,2024-03-17 16:41:00
455,35,3.19,2024-01-23 12:03:00
456,17,2.43,2024-03-30 18:49:00
457,24,3.47,2024-03-14 01:09:00
458,34,2.17,2024-03-12 12:15:00
459,33,6.66,2024-03-07 20:36:00
460,31,4.04,2024-01-24 12:53:00
461,40,4.4,2024-01-27 23:34:00
462,2,4.4,2024-02-03 23:40:00
463,85,8.11,2024-01-19 03:08:00
464,79,7.16,2024-03-26 13:09:00
465,38,5.75,2024-02-29 02:43:00
466,82,4.38,2024-02-21 04:17:00
467,14,2.78,2024-03-30 00:36:00
468,18,9.34,2024-03-26 09:53:00
469,63,5.96,2024-01-19 18:04:00
470,66,9.42,2024-02-08 05:24:00
471,80,8.92,2024-02-04 13:16:00
472,25,3.35,2024-01-25 18:41:00
473,84,2.87,2024-03-12 05:32:00
474,66,9.13,2024-02-15 01:41:00
475,21,2.25,2024-01-08 18:02:00
476,98,8.76,2024-01-03 01:40:00
477,60,6.67,2024-03-15 18:48:00
478,11,7.95,2024-03-04 03:55:00
479,43,2.71,2024-01-17 18:26:00
480,16,7.19,2024-03-12 08:52:00
481,89,5.9,2024-02-28 20:57:00
482,38,8.56,2024-02-07 02:59:00
483,87,6.88,2024-02-15 07:22:00
484,46,2.11,2024-03-11 03:29:00
485,99,2.51,2024-02-13 22:10:00
486,18,8.78,2024-02-07 01:51:00
487,74,3.51,2024-03-08 19:53:00
488,7,2.5,2024-03-29 12:27:00
489,43,2.16,2024-02-25 15:26:00
490,7,6.21,2024-01-19 08:39:00
491,95,5.22,2024-02-29 17:09:00
492,57,3.44,2024-02-14 13:00:00
493,77,3.6,2024-03-31 12:48:00
494,27,3.93,2024-01-18 12:37:00
495,46,7.94,2024-01-07 02:54:00
496,28,5.44,2024-02-05 16:08:00
497,68,4.43,2024-01-17 14:56:00
498,18,6.85,2024-03-20 02:12:00
499,12,7.27,2024-03-13 19:52:00
500,7,5.03,2024-03-10 22:35:00
