session_id,user_id,session_start,session_end
141,59,2024-03-25 01:01:00,2024-01-11 08:32:00
142,73,2024-02-05 05:02:00,2024-03-29 17:04:00
143,17,2024-02-15 13:31:00,2024-02-23 07:31:00
144,86,2024-01-23 18:49:00,2024-02-29 06:36:00
145,76,2024-01-28 05:57:00,2024-03-20 01:43:00
146,92,2024-02-26 03:09:00,2024-01-08 13:57:00
147,7,2024-03-19 10:51:00,2024-02-19 22:29:00
148,6,2024-03-04 12:29:00,2024-02-18 12:09:00
149,79,2024-02-23 00:26:00,2024-02-17 20:44:00
150,1,2024-01-01 20:28:00,2024-01-18 21:09:00
151,19,2024-01-18 09:35:00,2024-01-02 09:46:00
152,4,2024-03-30 00:40:00,2024-03-26 10:59:00
153,87,2024-02-27 21:57:00,2024-01-11 21:14:00
154,23,2024-01-19 09:15:00,2024-02-09 04:37:00
155,61,2024-01-21 12:56:00,2024-01-24 18:51:00
156,92,2024-01-31 08:19:00,2024-01-30 04:09:00
157,49,2024-01-16 12:57:00,2024-01-15 06:53:00
158,32,2024-02-13 16:15:00,2024-02-03 01:50:00
159,19,2024-03-29 08:07:00,2024-02-16 11:09:00
160,61,2024-02-04 08:01:00,2024-02-08 21:58:00
161,64,2024-01-31 03:52:00,2024-01-03 21:05:00
162,18,2024-01-01 12:02:00,2024-03-04 02:17:00
163,82,2024-03-28 09:29:00,2024-03-23 10:36:00
164,86,2024-03-19 13:39:00,2024-03-31 13:41:00
165,60,2024-02-21 04:09:00,2024-01-23 06:27:00
166,16,2024-03-13 21:58:00,2024-03-17 01:43:00
167,3,2024-03-24 10:21:00,2024-01-12 17:03:00
168,95,2024-03-02 02:58:00,2024-02-17 03:49:00
169,10,2024-03-17 20:31:00,2024-02-27 05:09:00
170,6,2024-03-29 20:01:00,2024-01-10 02:12:00
171,49,2024-02-07 00:59:00,2024-01-31 04:14:00
172,50,2024-03-14 14:36:00,2024-02-25 18:05:00
173,3,2024-01-29 05:15:00,2024-03-02 19:47:00
174,66,2024-03-18 22:27:00,2024-02-19 14:20:00
175,3,2024-02-13 11:57:00,2024-02-20 04:07:00
176,4,2024-01-16 15:58:00,2024-01-22 16:11:00
177,90,2024-03-31 11:58:00,2024-03-01 01:37:00
178,45,2024-03-14 11:37:00,2024-03-31 08:38:00
179,85,2024-01-01 15:44:00,2024-03-05 14:20:00
180,77,2024-01-05 19:58:00,2024-01-13 21:22:00
181,39,2024-03-19 08:35:00,2024-03-22 17:51:00
182,88,2024-03-07 13:52:00,2024-01-24 17:44:00
183,33,2024-01-31 16:43:00,2024-03-30 06:00:00
184,3,2024-01-03 07:34:00,2024-02-14 07:04:00
185,18,2024-03-25 01:32:00,2024-01-29 01:13:00
186,37,2024-01-27 22:46:00,2024-01-11 10:29:00
187,8,2024-03-30 07:58:00,2024-03-30 23:49:00
188,58,2024-02-15 18:03:00,2024-01-15 04:39:00
189,73,2024-01-31 05:59:00,2024-01-27 03:29:00
190,80,2024-03-19 18:57:00,2024-02-17 19:36:00
191,15,2024-03-05 18:49:00,2024-03-14 17:09:00
192,93,2024-03-28 20:13:00,2024-03-13 10:48:00
193,74,2024-01-13 01:11:00,2024-02-14 03:16:00
194,59,2024-03-02 22:03:00,2024-03-31 20:52:00
195,26,2024-03-03 09:20:00,2024-02-24 05:30:00
196,14,2024-01-27 13:50:00,2024-02-11 12:40:00
197,18,2024-03-12 10:42:00,2024-02-07 08:18:00
198,96,2024-03-16 22:26:00,2024-01-14 23:35:00
199,38,2024-02-07 18:30:00,2024-03-13 11:45:00
200,49,2024-02-12 01:04:00,2024-01-22 06:24:00
201,16,2024-02-20 05:50:00,2024-01-08 23:56:00
202,82,2024-03-01 03:05:00,2024-02-26 02:17:00
203,51,2024-01-09 18:25:00,2024-02-10 23:10:00
204,65,2024-03-15 14:21:00,2024-01-21 07:47:00
205,23,2024-03-15 22:51:00,2024-01-06 18:39:00
206,17,2024-02-15 13:40:00,2024-02-24 09:41:00
207,79,2024-01-09 00:30:00,2024-01-09 22:56:00
208,2,2024-02-03 03:19:00,2024-01-02 22:16:00
209,40,2024-02-19 18:19:00,2024-01-21 20:33:00
210,28,2024-03-13 18:11:00,2024-03-25 23:17:00
211,26,2024-01-04 02:33:00,2024-01-04 09:29:00
212,55,2024-02-17 09:59:00,2024-03-27 23:05:00
213,17,2024-03-12 02:11:00,2024-03-04 15:15:00
214,51,2024-03-01 11:32:00,2024-03-13 18:06:00
215,63,2024-03-11 05:48:00,2024-03-17 07:08:00
216,65,2024-01-28 07:55:00,2024-03-16 10:30:00
217,87,2024-02-04 12:57:00,2024-03-06 09:52:00
218,16,2024-02-19 06:28:00,2024-02-25 17:00:00
219,54,2024-01-28 08:55:00,2024-02-09 22:22:00
220,100,2024-01-14 11:51:00,2024-03-15 05:03:00
221,81,2024-02-14 19:55:00,2024-02-02 15:10:00
222,14,2024-03-03 05:49:00,2024-03-10 06:40:00
223,10,2024-02-04 19:01:00,2024-03-27 11:56:00
224,8,2024-02-20 14:29:00,2024-02-13 10:08:00
225,14,2024-03-29 04:05:00,2024-01-27 09:55:00
226,16,2024-01-11 17:32:00,2024-03-03 14:23:00
227,13,2024-02-04 06:44:00,2024-03-17 21:06:00
228,95,2024-03-28 21:17:00,2024-03-04 18:26:00
229,49,2024-03-15 00:52:00,2024-01-19 08:15:00
230,20,2024-03-27 04:07:00,2024-03-13 09:09:00
231,38,2024-02-15 01:38:00,2024-01-23 06:53:00
232,13,2024-01-05 02:30:00,2024-01-06 15:52:00
233,3,2024-01-05 01:45:00,2024-03-12 21:29:00
234,5,2024-01-23 20:22:00,2024-01-11 21:10:00
235,15,2024-02-25 13:01:00,2024-01-03 20:25:00
236,35,2024-01-25 08:10:00,2024-02-05 13:55:00
237,3,2024-01-22 20:32:00,2024-01-21 01:59:00
238,26,2024-02-27 17:27:00,2024-03-11 08:25:00
239,48,2024-01-18 15:49:00,2024-02-28 09:59:00
240,99,2024-03-17 14:06:00,2024-01-24 14:28:00
241,5,2024-01-14 21:11:00,2024-02-02 18:30:00
242,68,2024-02-14 11:10:00,2024-01-11 21:13:00
243,66,2024-03-09 20:51:00,2024-01-07 22:43:00
244,62,2024-01-23 20:45:00,2024-03-16 21:59:00
245,76,2024-03-06 07:25:00,2024-03-22 16:27:00
246,68,2024-03-16 20:35:00,2024-02-02 01:58:00
247,48,2024-01-08 01:52:00,2024-03-18 13:10:00
248,94,2024-02-11 10:57:00,2024-02-20 23:10:00
249,42,2024-03-24 16:53:00,2024-03-20 15:15:00
250,86,2024-01-15 14:48:00,2024-02-25 18:02:00
251,78,2024-02-15 08:05:00,2024-02-02 18:36:00
252,91,2024-01-14 16:25:00,2024-03-31 07:00:00
253,4,2024-03-15 07:43:00,2024-03-27 06:14:00
254,67,2024-01-12 00:39:00,2024-01-16 17:57:00
255,62,2024-02-01 22:14:00,2024-03-14 00:58:00
256,98,2024-03-19 08:57:00,2024-03-08 08:31:00
257,20,2024-02-14 05:28:00,2024-03-07 04:32:00
258,74,2024-01-09 07:56:00,2024-02-26 02:50:00
259,44,2024-03-01 15:46:00,2024-03-16 23:26:00
260,93,2024-01-06 18:40:00,2024-01-22 08:50:00
261,36,2024-01-23 06:51:00,2024-01-22 12:59:00
262,77,2024-03-16 04:38:00,2024-03-16 12:14:00
263,94,2024-03-01 00:45:00,2024-01-16 02:40:00
264,57,2024-02-06 11:19:00,2024-01-13 21:07:00
265,82,2024-01-16 09:23:00,2024-03-12 09:44:00
266,82,2024-03-28 16:00:00,2024-03-10 18:07:00
267,62,2024-01-09 20:33:00,2024-03-01 00:29:00
268,27,2024-03-13 18:05:00,2024-03-02 17:25:00
269,88,2024-02-23 01:22:00,2024-03-01 08:57:00
270,13,2024-01-10 05:43:00,2024-03-09 06:07:00
271,65,2024-03-31 07:51:00,2024-01-18 03:26:00
272,39,2024-01-15 07:14:00,2024-01-26 11:25:00
273,38,2024-03-02 05:35:00,2024-01-27 07:11:00
274,70,2024-03-08 05:33:00,2024-03-03 17:24:00
275,32,2024-02-18 16:10:00,2024-03-31 08:58:00
276,64,2024-01-29 18:15:00,2024-03-19 17:04:00
277,2,2024-02-19 04:03:00,2024-02-01 20:32:00
278,59,2024-03-01 12:00:00,2024-03-08 18:30:00
279,64,2024-01-10 01:44:00,2024-02-18 23:58:00
280,16,2024-01-10 01:04:00,2024-01-22 01:34:00
281,79,2024-01-16 06:31:00,2024-03-19 03:27:00
282,43,2024-01-09 09:13:00,2024-03-06 05:01:00
283,22,2024-03-13 12:36:00,2024-01-16 11:47:00
284,32,2024-03-23 18:40:00,2024-01-13 03:34:00
285,8,2024-02-12 21:53:00,2024-02-07 23:45:00
286,49,2024-03-10 19:54:00,2024-02-15 21:32:00
287,17,2024-01-14 21:57:00,2024-02-03 07:55:00
288,77,2024-01-07 22:00:00,2024-02-05 01:24:00
289,58,2024-01-24 13:02:00,2024-02-12 09:19:00
290,67,2024-01-18 05:45:00,2024-03-16 01:04:00
291,73,2024-01-13 03:57:00,2024-01-29 12:39:00
292,35,2024-01-09 19:49:00,2024-03-26 03:41:00
293,70,2024-01-27 07:12:00,2024-03-20 08:17:00
294,37,2024-02-09 02:47:00,2024-03-31 02:40:00
295,46,2024-01-15 14:15:00,2024-01-03 07:18:00
296,42,2024-03-06 10:50:00,2024-03-18 23:58:00
297,87,2024-03-20 05:58:00,2024-03-14 23:45:00
298,61,2024-03-15 20:20:00,2024-03-26 17:53:00
299,41,2024-02-19 23:33:00,2024-01-05 10:45:00
300,26,2024-03-09 04:30:00,2024-03-10 12:02:00
301,48,2024-02-18 15:12:00,2024-02-05 01:52:00
302,60,2024-01-03 11:35:00,2024-01-23 23:25:00
303,51,2024-03-27 05:09:00,2024-03-16 02:06:00
304,48,2024-02-19 14:57:00,2024-03-30 22:10:00
305,10,2024-03-05 23:35:00,2024-01-11 03:37:00
306,47,2024-01-02 17:16:00,2024-03-19 09:20:00
307,96,2024-01-01 01:23:00,2024-01-17 18:44:00
308,96,2024-03-12 01:43:00,2024-01-05 22:52:00
309,51,2024-03-17 05:08:00,2024-02-05 07:14:00
310,34,2024-02-04 14:53:00,2024-03-20 01:23:00
311,87,2024-03-15 08:25:00,2024-03-15 07:12:00
312,62,2024-01-27 04:51:00,2024-01-13 13:53:00
313,42,2024-02-16 20:11:00,2024-03-24 14:05:00
314,73,2024-03-25 11:08:00,2024-03-30 06:07:00
315,44,2024-03-28 07:50:00,2024-01-14 10:48:00
316,32,2024-02-25 06:39:00,2024-03-17 12:01:00
317,77,2024-03-08 18:44:00,2024-03-23 08:29:00
318,90,2024-02-06 08:15:00,2024-01-23 19:00:00
319,62,2024-03-30 05:24:00,2024-01-11 13:38:00
320,22,2024-03-05 00:59:00,2024-03-01 10:45:00
321,18,2024-02-22 07:30:00,2024-03-20 15:35:00
322,35,2024-03-28 19:54:00,2024-01-11 16:05:00
323,53,2024-01-04 09:14:00,2024-03-24 20:59:00
324,88,2024-01-14 00:42:00,2024-03-19 09:12:00
325,98,2024-03-15 08:42:00,2024-01-10 08:00:00
326,79,2024-02-27 17:45:00,2024-01-17 07:14:00
327,90,2024-01-21 22:42:00,2024-01-13 00:25:00
328,30,2024-01-19 20:14:00,2024-03-23 01:03:00
329,38,2024-02-02 21:21:00,2024-01-19 13:39:00
330,26,2024-02-18 10:16:00,2024-02-25 00:38:00
331,73,2024-03-24 22:48:00,2024-02-05 23:45:00
332,100,2024-01-19 01:47:00,2024-01-12 08:31:00
333,68,2024-01-25 08:41:00,2024-03-27 05:50:00
334,38,2024-01-29 11:56:00,2024-03-31 18:12:00
335,64,2024-01-28 06:46:00,2024-01-17 17:11:00
336,5,2024-02-24 16:22:00,2024-03-10 22:44:00
337,81,2024-02-28 08:54:00,2024-03-09 09:54:00
338,43,2024-01-20 12:18:00,2024-03-25 03:51:00
339,64,2024-02-27 01:24:00,2024-02-25 21:12:00
340,2,2024-03-19 09:17:00,2024-01-11 11:35:00
341,76,2024-03-14 11:05:00,2024-02-26 16:27:00
342,76,2024-01-06 17:56:00,2024-01-27 02:56:00
343,92,2024-01-16 06:29:00,2024-02-08 05:41:00
344,87,2024-01-11 23:29:00,2024-02-01 19:26:00
345,49,2024-01-29 19:54:00,2024-03-09 01:58:00
346,40,2024-02-05 04:05:00,2024-02-17 17:25:00
347,39,2024-02-19 20:12:00,2024-03-02 14:18:00
348,27,2024-02-16 13:39:00,2024-02-23 22:53:00
349,18,2024-03-23 01:03:00,2024-03-15 05:26:00
350,91,2024-03-25 04:36:00,2024-03-31 04:55:00
351,48,2024-03-23 09:52:00,2024-02-25 16:07:00
352,61,2024-03-01 22:48:00,2024-01-03 02:13:00
353,44,2024-03-05 12:27:00,2024-02-18 10:30:00
354,10,2024-03-10 04:16:00,2024-03-11 16:14:00
355,74,2024-01-12 16:54:00,2024-02-13 10:39:00
356,64,2024-03-24 15:10:00,2024-03-19 06:24:00
357,28,2024-01-31 14:55:00,2024-03-25 21:51:00
358,18,2024-01-27 09:30:00,2024-01-02 08:17:00
359,26,2024-02-25 22:23:00,2024-03-30 15:52:00
360,2,2024-03-10 08:23:00,2024-02-28 15:05:00
361,42,2024-02-11 04:21:00,2024-02-16 07:56:00
362,17,2024-03-21 23:53:00,2024-02-13 05:17:00
363,72,2024-02-06 19:40:00,2024-02-02 03:54:00
364,7,2024-02-22 23:59:00,2024-03-28 10:15:00
365,11,2024-02-17 12:19:00,2024-03-02 04:53:00
366,27,2024-01-03 22:44:00,2024-02-16 04:33:00
367,28,2024-01-15 07:08:00,2024-02-24 05:46:00
368,12,2024-03-02 08:50:00,2024-03-11 14:50:00
369,65,2024-02-29 02:28:00,2024-02-13 14:47:00
370,64,2024-02-13 03:30:00,2024-02-05 22:41:00
371,64,2024-01-17 13:10:00,2024-01-26 13:46:00
372,75,2024-02-17 01:51:00,2024-03-12 22:08:00
373,13,2024-02-02 00:11:00,2024-03-03 22:08:00
374,93,2024-02-08 14:56:00,2024-03-04 09:30:00
375,71,2024-01-01 16:28:00,2024-02-29 22:47:00
376,73,2024-01-17 14:38:00,2024-03-07 01:24:00
377,18,2024-02-06 16:05:00,2024-03-24 14:18:00
378,24,2024-01-11 05:20:00,2024-01-12 13:34:00
379,61,2024-02-17 23:58:00,2024-02-26 04:03:00
380,69,2024-01-19 16:21:00,2024-03-05 03:17:00
381,22,2024-02-04 14:55:00,2024-03-23 11:02:00
382,55,2024-01-09 09:04:00,2024-01-16 14:27:00
383,68,2024-01-24 04:46:00,2024-03-04 09:42:00
384,66,2024-02-29 20:06:00,2024-01-30 03:14:00
385,54,2024-03-26 07:12:00,2024-01-23 16:28:00
386,4,2024-03-26 01:50:00,2024-03-03 01:32:00
387,65,2024-03-24 05:54:00,2024-03-11 00:48:00
388,42,2024-01-14 14:32:00,2024-02-24 16:58:00
389,77,2024-03-07 08:34:00,2024-01-02 14:29:00
390,12,2024-02-13 13:20:00,2024-01-15 07:13:00
391,52,2024-01-27 13:44:00,2024-03-18 21:26:00
392,45,2024-02-04 12:10:00,2024-02-24 04:15:00
393,98,2024-02-23 19:35:00,2024-01-11 09:16:00
394,45,2024-02-20 04:47:00,2024-01-03 18:25:00
395,90,2024-02-06 04:36:00,2024-02-01 12:05:00
396,35,2024-03-13 03:24:00,2024-01-10 21:54:00
397,69,2024-03-30 21:56:00,2024-01-09 11:38:00
398,82,2024-03-18 20:51:00,2024-03-28 11:38:00
399,52,2024-03-15 09:31:00,2024-01-09 07:49:00
400,68,2024-03-25 16:12:00,2024-02-11 23:29:00
401,41,2024-02-04 11:00:00,2024-01-29 22:07:00
402,56,2024-03-30 14:15:00,2024-01-25 09:15:00
403,79,2024-01-08 09:36:00,2024-03-06 08:38:00
404,74,2024-03-14 00:32:00,2024-01-25 18:25:00
405,48,2024-02-06 18:22:00,2024-03-12 06:56:00
406,75,2024-01-18 15:42:00,2024-01-30 11:55:00
407,13,2024-02-17 18:34:00,2024-01-31 22:35:00
408,40,2024-03-07 04:31:00,2024-01-21 18:10:00
409,50,2024-01-10 01:00:00,2024-01-26 00:44:00
410,46,2024-03-14 00:04:00,2024-03-28 11:15:00
411,54,2024-03-12 07:06:00,2024-03-09 02:54:00
412,81,2024-02-04 17:51:00,2024-01-17 07:15:00
413,53,2024-02-22 05:25:00,2024-02-14 16:02:00
414,93,2024-02-08 05:14:00,2024-03-17 08:12:00
415,57,2024-01-10 13:02:00,2024-02-06 08:54:00
416,31,2024-01-27 18:31:00,2024-03-22 06:57:00
417,47,2024-01-14 19:39:00,2024-02-12 15:37:00
418,16,2024-01-09 03:44:00,2024-02-08 15:13:00
419,28,2024-03-22 22:21:00,2024-02-14 01:29:00
420,18,2024-01-16 16:15:00,2024-02-04 20:35:00
421,3,2024-02-14 16:10:00,2024-03-22 10:25:00
422,99,2024-02-24 15:51:00,2024-03-15 16:51:00
423,49,2024-01-19 22:37:00,2024-02-06 08:25:00
424,14,2024-02-03 04:17:00,2024-03-24 05:23:00
425,84,2024-02-23 13:32:00,2024-03-17 02:55:00
426,43,2024-03-19 18:54:00,2024-02-09 18:17:00
427,86,2024-02-20 04:57:00,2024-03-02 10:21:00
428,84,2024-03-29 02:24:00,2024-03-16 14:41:00
429,43,2024-02-29 22:28:00,2024-01-03 10:03:00
430,53,2024-03-15 23:09:00,2024-01-29 21:58:00
431,76,2024-01-29 16:29:00,2024-03-15 21:44:00
432,63,2024-03-06 13:23:00,2024-01-23 07:36:00
433,41,2024-01-26 14:40:00,2024-01-11 16:45:00
434,31,2024-03-14 15:27:00,2024-03-17 00:31:00
435,32,2024-01-03 14:57:00,2024-01-12 14:17:00
436,12,2024-02-29 08:01:00,2024-01-06 23:52:00
437,84,2024-01-15 21:24:00,2024-02-20 12:43:00
438,47,2024-02-02 14:14:00,2024-02-26 11:22:00
439,59,2024-02-04 00:43:00,2024-01-31 04:23:00
440,52,2024-02-14 16:59:00,2024-01-15 02:34:00
441,79,2024-03-24 05:06:00,2024-01-11 10:41:00
442,27,2024-02-04 09:37:00,2024-03-26 22:26:00
443,22,2024-01-20 09:41:00,2024-02-10 14:03:00
444,100,2024-01-21 00:34:00,2024-01-20 08:28:00
445,84,2024-02-29 03:50:00,2024-02-17 00:12:00
446,62,2024-02-13 12:24:00,2024-01-23 02:48:00
447,46,2024-02-03 17:42:00,2024-03-06 06:30:00
448,64,2024-02-25 18:55:00,2024-01-08 05:19:00
449,61,2024-01-20 02:53:00,2024-03-13 00:15:00
450,96,2024-02-20 01:44:00,2024-03-22 15:01:00
451,1,2024-01-30 07:39:00,2024-02-18 07:23:00
452,29,2024-01-08 05:12:00,2024-01-20 04:48:00
453,82,2024-03-28 15:57:00,2024-03-06 16:30:00
454,70,2024-03-05 01:00:00,2024-03-20 14:58:00
455,55,2024-03-21 20:00:00,2024-01-29 22:12:00
456,78,2024-03-24 02:03:00,2024-01-15 05:46:00
457,68,2024-03-11 06:19:00,2024-03-16 22:32:00
458,96,2024-01-15 09:15:00,2024-02-02 11:49:00
459,28,2024-01-14 13:19:00,2024-03-14 18:39:00
460,65,2024-03-09 16:53:00,2024-01-11 07:43:00
461,59,2024-01-14 03:43:00,2024-02-16 10:42:00
462,42,2024-02-19 17:35:00,2024-01-21 23:08:00
463,56,2024-03-10 18:12:00,2024-01-15 02:24:00
464,52,2024-03-07 11:41:00,2024-01-30 04:02:00
465,95,2024-03-19 10:01:00,2024-01-30 18:47:00
